sample_source,sample_type,sample_id,image_path,mask_path,image_height,image_width,mask_height,mask_width,image_aspect_ratio,mask_aspect_ratio,shapes_match
train,forged,34597,/content/drive/MyDrive/Scientific Image Data/train_images/forged/34597.png,/content/drive/MyDrive/Scientific Image Data/train_masks/34597.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,346,/content/drive/MyDrive/Scientific Image Data/train_images/forged/346.png,/content/drive/MyDrive/Scientific Image Data/train_masks/346.npy,520,696,1,520,1.3384615384615384,520.0,False
train,forged,34672,/content/drive/MyDrive/Scientific Image Data/train_images/forged/34672.png,/content/drive/MyDrive/Scientific Image Data/train_masks/34672.npy,123,736,1,123,5.983739837398374,123.0,False
train,forged,34744,/content/drive/MyDrive/Scientific Image Data/train_images/forged/34744.png,/content/drive/MyDrive/Scientific Image Data/train_masks/34744.npy,2592,3888,1,2592,1.5,2592.0,False
train,forged,34769,/content/drive/MyDrive/Scientific Image Data/train_images/forged/34769.png,/content/drive/MyDrive/Scientific Image Data/train_masks/34769.npy,498,246,1,498,0.4939759036144578,498.0,False
train,forged,34824,/content/drive/MyDrive/Scientific Image Data/train_images/forged/34824.png,/content/drive/MyDrive/Scientific Image Data/train_masks/34824.npy,1200,1600,2,1200,1.3333333333333333,600.0,False
train,forged,3483,/content/drive/MyDrive/Scientific Image Data/train_images/forged/3483.png,/content/drive/MyDrive/Scientific Image Data/train_masks/3483.npy,1024,1024,2,1024,1.0,512.0,False
train,forged,34842,/content/drive/MyDrive/Scientific Image Data/train_images/forged/34842.png,/content/drive/MyDrive/Scientific Image Data/train_masks/34842.npy,520,696,2,520,1.3384615384615384,260.0,False
train,forged,34845,/content/drive/MyDrive/Scientific Image Data/train_images/forged/34845.png,/content/drive/MyDrive/Scientific Image Data/train_masks/34845.npy,1200,1600,2,1200,1.3333333333333333,600.0,False
train,forged,34869,/content/drive/MyDrive/Scientific Image Data/train_images/forged/34869.png,/content/drive/MyDrive/Scientific Image Data/train_masks/34869.npy,159,428,1,159,2.691823899371069,159.0,False
train,forged,34873,/content/drive/MyDrive/Scientific Image Data/train_images/forged/34873.png,/content/drive/MyDrive/Scientific Image Data/train_masks/34873.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,34883,/content/drive/MyDrive/Scientific Image Data/train_images/forged/34883.png,/content/drive/MyDrive/Scientific Image Data/train_masks/34883.npy,266,185,1,266,0.6954887218045113,266.0,False
train,forged,34908,/content/drive/MyDrive/Scientific Image Data/train_images/forged/34908.png,/content/drive/MyDrive/Scientific Image Data/train_masks/34908.npy,256,320,2,256,1.25,128.0,False
train,forged,34914,/content/drive/MyDrive/Scientific Image Data/train_images/forged/34914.png,/content/drive/MyDrive/Scientific Image Data/train_masks/34914.npy,512,740,1,512,1.4453125,512.0,False
train,forged,34992,/content/drive/MyDrive/Scientific Image Data/train_images/forged/34992.png,/content/drive/MyDrive/Scientific Image Data/train_masks/34992.npy,550,512,1,550,0.9309090909090909,550.0,False
train,forged,350,/content/drive/MyDrive/Scientific Image Data/train_images/forged/350.png,/content/drive/MyDrive/Scientific Image Data/train_masks/350.npy,192,1129,1,192,5.880208333333333,192.0,False
train,forged,35018,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35018.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35018.npy,1200,1600,2,1200,1.3333333333333333,600.0,False
train,forged,35035,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35035.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35035.npy,100,686,1,100,6.86,100.0,False
train,forged,35038,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35038.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35038.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,35068,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35068.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35068.npy,194,887,1,194,4.572164948453608,194.0,False
train,forged,35069,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35069.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35069.npy,223,444,1,223,1.9910313901345291,223.0,False
train,forged,35094,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35094.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35094.npy,512,512,1,512,1.0,512.0,False
train,forged,35107,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35107.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35107.npy,1024,1024,1,1024,1.0,1024.0,False
train,forged,35112,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35112.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35112.npy,256,320,1,256,1.25,256.0,False
train,forged,35117,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35117.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35117.npy,256,320,1,256,1.25,256.0,False
train,forged,35127,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35127.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35127.npy,73,522,1,73,7.1506849315068495,73.0,False
train,forged,35143,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35143.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35143.npy,512,518,4,512,1.01171875,128.0,False
train,forged,35176,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35176.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35176.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,35208,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35208.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35208.npy,512,512,3,512,1.0,170.66666666666666,False
train,forged,35216,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35216.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35216.npy,833,989,2,833,1.1872749099639857,416.5,False
train,forged,35222,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35222.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35222.npy,119,420,1,119,3.5294117647058822,119.0,False
train,forged,35234,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35234.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35234.npy,520,696,2,520,1.3384615384615384,260.0,False
train,forged,35322,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35322.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35322.npy,139,1075,1,139,7.733812949640288,139.0,False
train,forged,35347,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35347.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35347.npy,256,320,2,256,1.25,128.0,False
train,forged,35374,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35374.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35374.npy,2592,3888,1,2592,1.5,2592.0,False
train,forged,35378,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35378.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35378.npy,512,512,2,512,1.0,256.0,False
train,forged,35385,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35385.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35385.npy,152,1305,1,152,8.585526315789474,152.0,False
train,forged,35390,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35390.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35390.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,35412,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35412.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35412.npy,256,256,2,256,1.0,128.0,False
train,forged,35467,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35467.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35467.npy,1024,1024,1,1024,1.0,1024.0,False
train,forged,35471,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35471.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35471.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,35522,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35522.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35522.npy,1912,2568,1,1912,1.3430962343096233,1912.0,False
train,forged,35559,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35559.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35559.npy,1200,1600,3,1200,1.3333333333333333,400.0,False
train,forged,35570,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35570.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35570.npy,69,517,1,69,7.492753623188406,69.0,False
train,forged,35578,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35578.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35578.npy,564,179,1,564,0.3173758865248227,564.0,False
train,forged,35586,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35586.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35586.npy,512,640,1,512,1.25,512.0,False
train,forged,35610,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35610.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35610.npy,766,570,2,766,0.7441253263707572,383.0,False
train,forged,35616,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35616.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35616.npy,512,512,2,512,1.0,256.0,False
train,forged,35628,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35628.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35628.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,35670,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35670.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35670.npy,256,320,1,256,1.25,256.0,False
train,forged,35715,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35715.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35715.npy,512,512,1,512,1.0,512.0,False
train,forged,35717,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35717.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35717.npy,1912,2568,1,1912,1.3430962343096233,1912.0,False
train,forged,35719,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35719.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35719.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,35723,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35723.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35723.npy,924,171,1,924,0.18506493506493507,924.0,False
train,forged,3574,/content/drive/MyDrive/Scientific Image Data/train_images/forged/3574.png,/content/drive/MyDrive/Scientific Image Data/train_masks/3574.npy,256,320,2,256,1.25,128.0,False
train,forged,35744,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35744.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35744.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,35763,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35763.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35763.npy,666,1000,2,666,1.5015015015015014,333.0,False
train,forged,35781,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35781.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35781.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,35814,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35814.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35814.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,35827,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35827.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35827.npy,520,696,3,520,1.3384615384615384,173.33333333333334,False
train,forged,35829,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35829.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35829.npy,360,360,1,360,1.0,360.0,False
train,forged,35849,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35849.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35849.npy,177,712,1,177,4.022598870056497,177.0,False
train,forged,35850,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35850.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35850.npy,297,204,1,297,0.6868686868686869,297.0,False
train,forged,35861,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35861.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35861.npy,528,512,2,528,0.9696969696969697,264.0,False
train,forged,35871,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35871.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35871.npy,256,256,2,256,1.0,128.0,False
train,forged,35885,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35885.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35885.npy,256,320,2,256,1.25,128.0,False
train,forged,35933,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35933.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35933.npy,3888,2592,1,3888,0.6666666666666666,3888.0,False
train,forged,35950,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35950.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35950.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,3598,/content/drive/MyDrive/Scientific Image Data/train_images/forged/3598.png,/content/drive/MyDrive/Scientific Image Data/train_masks/3598.npy,243,1138,2,243,4.683127572016461,121.5,False
train,forged,360,/content/drive/MyDrive/Scientific Image Data/train_images/forged/360.png,/content/drive/MyDrive/Scientific Image Data/train_masks/360.npy,256,320,1,256,1.25,256.0,False
train,forged,36010,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36010.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36010.npy,256,320,1,256,1.25,256.0,False
train,forged,36035,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36035.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36035.npy,256,256,1,256,1.0,256.0,False
train,forged,3606,/content/drive/MyDrive/Scientific Image Data/train_images/forged/3606.png,/content/drive/MyDrive/Scientific Image Data/train_masks/3606.npy,666,1000,2,666,1.5015015015015014,333.0,False
train,forged,36106,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36106.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36106.npy,133,609,1,133,4.578947368421052,133.0,False
train,forged,36175,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36175.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36175.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,36181,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36181.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36181.npy,256,256,2,256,1.0,128.0,False
train,forged,36190,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36190.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36190.npy,512,512,3,512,1.0,170.66666666666666,False
train,forged,36223,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36223.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36223.npy,117,565,1,117,4.829059829059829,117.0,False
train,forged,36245,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36245.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36245.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,36292,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36292.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36292.npy,360,360,2,360,1.0,180.0,False
train,forged,36295,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36295.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36295.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,3632,/content/drive/MyDrive/Scientific Image Data/train_images/forged/3632.png,/content/drive/MyDrive/Scientific Image Data/train_masks/3632.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,36323,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36323.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36323.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,36343,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36343.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36343.npy,512,593,2,512,1.158203125,256.0,False
train,forged,36371,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36371.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36371.npy,666,1000,2,666,1.5015015015015014,333.0,False
train,forged,36390,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36390.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36390.npy,520,696,1,520,1.3384615384615384,520.0,False
train,forged,36412,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36412.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36412.npy,535,711,1,535,1.3289719626168224,535.0,False
train,forged,36413,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36413.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36413.npy,113,698,1,113,6.176991150442478,113.0,False
train,forged,36423,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36423.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36423.npy,512,620,1,512,1.2109375,512.0,False
train,forged,36434,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36434.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36434.npy,1200,1600,3,1200,1.3333333333333333,400.0,False
train,forged,36453,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36453.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36453.npy,256,256,1,256,1.0,256.0,False
train,forged,36460,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36460.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36460.npy,666,1000,2,666,1.5015015015015014,333.0,False
train,forged,36511,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36511.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36511.npy,1912,2568,1,1912,1.3430962343096233,1912.0,False
train,forged,36553,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36553.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36553.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,36580,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36580.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36580.npy,512,512,1,512,1.0,512.0,False
train,forged,36597,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36597.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36597.npy,520,696,1,520,1.3384615384615384,520.0,False
train,forged,3662,/content/drive/MyDrive/Scientific Image Data/train_images/forged/3662.png,/content/drive/MyDrive/Scientific Image Data/train_masks/3662.npy,256,256,2,256,1.0,128.0,False
train,forged,36640,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36640.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36640.npy,611,521,1,611,0.8527004909983633,611.0,False
train,forged,36648,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36648.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36648.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,36705,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36705.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36705.npy,360,360,1,360,1.0,360.0,False
train,forged,36707,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36707.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36707.npy,1912,2568,1,1912,1.3430962343096233,1912.0,False
train,forged,3671,/content/drive/MyDrive/Scientific Image Data/train_images/forged/3671.png,/content/drive/MyDrive/Scientific Image Data/train_masks/3671.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,36715,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36715.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36715.npy,256,320,2,256,1.25,128.0,False
train,forged,3672,/content/drive/MyDrive/Scientific Image Data/train_images/forged/3672.png,/content/drive/MyDrive/Scientific Image Data/train_masks/3672.npy,1024,1280,1,1024,1.25,1024.0,False
train,forged,36724,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36724.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36724.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,36746,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36746.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36746.npy,141,1009,1,141,7.156028368794326,141.0,False
train,forged,3678,/content/drive/MyDrive/Scientific Image Data/train_images/forged/3678.png,/content/drive/MyDrive/Scientific Image Data/train_masks/3678.npy,536,512,1,536,0.9552238805970149,536.0,False
train,forged,36794,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36794.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36794.npy,520,696,1,520,1.3384615384615384,520.0,False
train,forged,36840,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36840.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36840.npy,360,360,2,360,1.0,180.0,False
train,forged,36945,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36945.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36945.npy,512,512,1,512,1.0,512.0,False
train,forged,36949,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36949.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36949.npy,360,360,2,360,1.0,180.0,False
train,forged,36968,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36968.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36968.npy,2592,3888,1,2592,1.5,2592.0,False
train,forged,36986,/content/drive/MyDrive/Scientific Image Data/train_images/forged/36986.png,/content/drive/MyDrive/Scientific Image Data/train_masks/36986.npy,1105,1105,3,1105,1.0,368.3333333333333,False
train,forged,3704,/content/drive/MyDrive/Scientific Image Data/train_images/forged/3704.png,/content/drive/MyDrive/Scientific Image Data/train_masks/3704.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,37050,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37050.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37050.npy,520,696,3,520,1.3384615384615384,173.33333333333334,False
train,forged,37076,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37076.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37076.npy,256,256,2,256,1.0,128.0,False
train,forged,37084,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37084.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37084.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,37135,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37135.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37135.npy,520,696,1,520,1.3384615384615384,520.0,False
train,forged,3714,/content/drive/MyDrive/Scientific Image Data/train_images/forged/3714.png,/content/drive/MyDrive/Scientific Image Data/train_masks/3714.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,37143,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37143.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37143.npy,131,546,1,131,4.1679389312977095,131.0,False
train,forged,37149,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37149.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37149.npy,1024,1280,2,1024,1.25,512.0,False
train,forged,37164,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37164.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37164.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,3719,/content/drive/MyDrive/Scientific Image Data/train_images/forged/3719.png,/content/drive/MyDrive/Scientific Image Data/train_masks/3719.npy,256,256,1,256,1.0,256.0,False
train,forged,37195,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37195.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37195.npy,512,544,1,512,1.0625,512.0,False
train,forged,37253,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37253.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37253.npy,1200,1600,2,1200,1.3333333333333333,600.0,False
train,forged,37280,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37280.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37280.npy,520,696,1,520,1.3384615384615384,520.0,False
train,forged,37321,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37321.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37321.npy,1024,1024,1,1024,1.0,1024.0,False
train,forged,37348,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37348.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37348.npy,706,859,1,706,1.2167138810198301,706.0,False
train,forged,37361,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37361.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37361.npy,512,512,3,512,1.0,170.66666666666666,False
train,forged,37364,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37364.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37364.npy,1912,2568,1,1912,1.3430962343096233,1912.0,False
train,forged,37400,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37400.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37400.npy,520,696,2,520,1.3384615384615384,260.0,False
train,forged,37401,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37401.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37401.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,37421,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37421.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37421.npy,512,731,3,512,1.427734375,170.66666666666666,False
train,forged,37423,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37423.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37423.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,37424,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37424.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37424.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,37448,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37448.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37448.npy,666,1000,2,666,1.5015015015015014,333.0,False
train,forged,37451,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37451.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37451.npy,1200,1600,3,1200,1.3333333333333333,400.0,False
train,forged,37476,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37476.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37476.npy,1918,1109,1,1918,0.578206465067779,1918.0,False
train,forged,37495,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37495.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37495.npy,512,615,1,512,1.201171875,512.0,False
train,forged,37504,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37504.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37504.npy,256,256,2,256,1.0,128.0,False
train,forged,3751,/content/drive/MyDrive/Scientific Image Data/train_images/forged/3751.png,/content/drive/MyDrive/Scientific Image Data/train_masks/3751.npy,256,256,1,256,1.0,256.0,False
train,forged,37528,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37528.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37528.npy,256,320,2,256,1.25,128.0,False
train,forged,37553,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37553.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37553.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,37556,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37556.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37556.npy,256,256,1,256,1.0,256.0,False
train,forged,37583,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37583.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37583.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,37586,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37586.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37586.npy,1087,1022,2,1087,0.9402023919043239,543.5,False
