sample_source,sample_type,sample_id,image_path,mask_path,mask_height,mask_width,total_pixels,unique_values,num_unique_values,positive_pixels,positive_ratio,mask_size_group
train,forged,39637,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39637.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39637.npy,3888,2592,10077696,"[0, 1]",2,468661,0.04650477648859422,medium
train,forged,39638,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39638.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39638.npy,256,256,65536,"[0, 1]",2,194,0.002960205078125,small
train,forged,39702,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39702.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39702.npy,256,320,81920,"[0, 1]",2,6021,0.07349853515625,large
train,forged,39719,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39719.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39719.npy,118,568,67024,"[0, 1]",2,28280,0.42193841012174743,large
train,forged,39728,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39728.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39728.npy,1024,1280,1310720,"[0, 1]",2,1336,0.001019287109375,small
train,forged,39737,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39737.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39737.npy,666,1000,666000,"[0, 1]",2,48616,0.072996996996997,large
train,forged,39740,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39740.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39740.npy,106,466,49396,"[0, 1]",2,2140,0.04332334601992064,medium
train,forged,39795,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39795.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39795.npy,666,1000,666000,"[0, 1]",2,60302,0.09054354354354355,large
train,forged,39831,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39831.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39831.npy,3888,2592,10077696,"[0, 1]",2,457390,0.04538636609002693,medium
train,forged,39875,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39875.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39875.npy,159,137,21783,"[0, 1]",2,1067,0.048983151999265485,medium
train,forged,39903,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39903.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39903.npy,256,320,81920,"[0, 1]",2,665,0.00811767578125,small
train,forged,3991,/content/drive/MyDrive/Scientific Image Data/train_images/forged/3991.png,/content/drive/MyDrive/Scientific Image Data/train_masks/3991.npy,586,460,269560,"[0, 1]",2,3165,0.01174135628431518,medium
train,forged,39917,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39917.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39917.npy,2592,3888,10077696,"[0, 1]",2,345396,0.03427331008992532,medium
train,forged,39921,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39921.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39921.npy,1200,1600,1920000,"[0, 1]",2,5626,0.0029302083333333333,small
train,forged,39944,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39944.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39944.npy,328,1022,335216,"[0, 1]",2,45326,0.135214309579495,large
train,forged,40000,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40000.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40000.npy,256,256,65536,"[0, 1]",2,678,0.010345458984375,medium
train,forged,40009,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40009.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40009.npy,1200,1600,1920000,"[0, 1]",2,9566,0.004982291666666667,small
train,forged,40017,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40017.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40017.npy,512,572,292864,"[0, 1]",2,12597,0.043013139204545456,medium
train,forged,40022,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40022.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40022.npy,666,1000,666000,"[0, 1]",2,46223,0.0694039039039039,large
train,forged,40033,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40033.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40033.npy,3888,2592,10077696,"[0, 1]",2,531908,0.052780714957069555,large
train,forged,40072,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40072.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40072.npy,1200,1600,1920000,"[0, 1]",2,11664,0.006075,small
train,forged,4011,/content/drive/MyDrive/Scientific Image Data/train_images/forged/4011.png,/content/drive/MyDrive/Scientific Image Data/train_masks/4011.npy,1200,1600,1920000,"[0, 1]",2,3429,0.0017859375,small
train,forged,40191,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40191.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40191.npy,256,320,81920,"[0, 1]",2,409,0.00499267578125,small
train,forged,40215,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40215.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40215.npy,1200,1600,1920000,"[0, 1]",2,3415,0.0017786458333333333,small
train,forged,4022,/content/drive/MyDrive/Scientific Image Data/train_images/forged/4022.png,/content/drive/MyDrive/Scientific Image Data/train_masks/4022.npy,256,320,81920,"[0, 1]",2,786,0.0095947265625,small
train,forged,40250,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40250.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40250.npy,1200,1600,1920000,"[0, 1]",2,5754,0.002996875,small
train,forged,40276,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40276.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40276.npy,108,715,77220,"[0, 1]",2,8712,0.11282051282051282,large
train,forged,40279,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40279.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40279.npy,1200,1600,1920000,"[0, 1]",2,1302,0.000678125,tiny
train,forged,4028,/content/drive/MyDrive/Scientific Image Data/train_images/forged/4028.png,/content/drive/MyDrive/Scientific Image Data/train_masks/4028.npy,256,256,65536,"[0, 1]",2,302,0.004608154296875,small
train,forged,40298,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40298.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40298.npy,658,545,358610,"[0, 1]",2,1748,0.004874376063132651,small
train,forged,403,/content/drive/MyDrive/Scientific Image Data/train_images/forged/403.png,/content/drive/MyDrive/Scientific Image Data/train_masks/403.npy,666,1000,666000,"[0, 1]",2,62909,0.09445795795795796,large
train,forged,40303,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40303.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40303.npy,520,696,361920,"[0, 1]",2,2387,0.006595380194518125,small
train,forged,40315,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40315.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40315.npy,560,600,336000,"[0, 1]",2,2072,0.006166666666666667,small
train,forged,40325,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40325.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40325.npy,256,320,81920,"[0, 1]",2,4228,0.051611328125,large
train,forged,40349,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40349.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40349.npy,256,256,65536,"[0, 1]",2,229,0.0034942626953125,small
train,forged,40351,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40351.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40351.npy,206,715,147290,"[0, 1]",2,13442,0.0912621359223301,large
train,forged,40354,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40354.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40354.npy,105,541,56805,"[0, 1]",2,8818,0.155232814012851,large
train,forged,40364,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40364.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40364.npy,2592,3888,10077696,"[0, 1]",2,350211,0.03475109786998933,medium
train,forged,40372,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40372.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40372.npy,1912,2568,4910016,"[0, 1]",2,77199,0.01572275935557033,medium
train,forged,40373,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40373.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40373.npy,183,979,179157,"[0, 1]",2,42046,0.23468801107408585,large
train,forged,40398,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40398.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40398.npy,783,915,716445,"[0, 1]",2,4083,0.005698972007620962,small
train,forged,40411,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40411.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40411.npy,256,320,81920,"[0, 1]",2,5084,0.062060546875,large
train,forged,4042,/content/drive/MyDrive/Scientific Image Data/train_images/forged/4042.png,/content/drive/MyDrive/Scientific Image Data/train_masks/4042.npy,254,600,152400,"[0, 1]",2,23328,0.1530708661417323,large
train,forged,40442,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40442.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40442.npy,256,256,65536,"[0, 1]",2,513,0.0078277587890625,small
train,forged,4045,/content/drive/MyDrive/Scientific Image Data/train_images/forged/4045.png,/content/drive/MyDrive/Scientific Image Data/train_masks/4045.npy,256,256,65536,"[0, 1]",2,230,0.003509521484375,small
train,forged,40450,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40450.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40450.npy,512,526,269312,"[0, 1]",2,7361,0.02733261050380228,medium
train,forged,40478,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40478.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40478.npy,256,256,65536,"[0, 1]",2,989,0.0150909423828125,medium
train,forged,40491,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40491.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40491.npy,260,347,90220,"[0, 1]",2,1550,0.017180226113943695,medium
train,forged,40494,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40494.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40494.npy,256,320,81920,"[0, 1]",2,960,0.01171875,medium
train,forged,40519,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40519.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40519.npy,256,256,65536,"[0, 1]",2,301,0.0045928955078125,small
train,forged,40532,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40532.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40532.npy,666,1000,666000,"[0, 1]",2,85846,0.1288978978978979,large
train,forged,40559,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40559.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40559.npy,666,1000,666000,"[0, 1]",2,70848,0.10637837837837838,large
train,forged,4057,/content/drive/MyDrive/Scientific Image Data/train_images/forged/4057.png,/content/drive/MyDrive/Scientific Image Data/train_masks/4057.npy,1912,2568,4910016,"[0, 1]",2,145651,0.029664058121195533,medium
train,forged,40580,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40580.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40580.npy,360,360,129600,"[0, 1]",2,3576,0.027592592592592592,medium
train,forged,40582,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40582.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40582.npy,1024,1024,1048576,"[0, 1]",2,5040,0.0048065185546875,small
train,forged,40656,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40656.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40656.npy,256,256,65536,"[0, 1]",2,299,0.0045623779296875,small
train,forged,40678,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40678.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40678.npy,256,256,65536,"[0, 1]",2,375,0.0057220458984375,small
train,forged,40684,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40684.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40684.npy,169,526,88894,"[0, 1]",2,11012,0.12387787702207123,large
train,forged,40718,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40718.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40718.npy,520,696,361920,"[0, 1]",2,1049,0.0028984305923961096,small
train,forged,40728,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40728.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40728.npy,1200,1600,1920000,"[0, 1]",2,3017,0.0015713541666666666,small
train,forged,40732,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40732.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40732.npy,694,824,571856,"[0, 1]",2,1967,0.003439677121513108,small
train,forged,40782,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40782.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40782.npy,123,370,45510,"[0, 1]",2,16644,0.365721819380356,large
train,forged,40803,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40803.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40803.npy,666,1000,666000,"[0, 1]",2,105730,0.15875375375375375,large
train,forged,40823,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40823.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40823.npy,666,1000,666000,"[0, 1]",2,52293,0.07851801801801801,large
train,forged,40828,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40828.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40828.npy,666,1000,666000,"[0, 1]",2,32043,0.04811261261261261,medium
train,forged,40834,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40834.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40834.npy,256,256,65536,"[0, 1]",2,1642,0.025054931640625,medium
train,forged,40835,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40835.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40835.npy,1912,2568,4910016,"[0, 1]",2,25830,0.00526067532162828,small
train,forged,40859,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40859.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40859.npy,1200,1600,1920000,"[0, 1]",2,6828,0.00355625,small
train,forged,4087,/content/drive/MyDrive/Scientific Image Data/train_images/forged/4087.png,/content/drive/MyDrive/Scientific Image Data/train_masks/4087.npy,1731,1772,3067332,"[0, 1]",2,10602,0.003456424019310593,small
train,forged,40919,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40919.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40919.npy,2592,3888,10077696,"[0, 1]",2,822542,0.08162004489915155,large
train,forged,40934,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40934.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40934.npy,1200,1600,1920000,"[0, 1]",2,5823,0.0030328125,small
train,forged,40938,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40938.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40938.npy,256,256,65536,"[0, 1]",2,580,0.00885009765625,small
train,forged,40949,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40949.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40949.npy,512,650,332800,"[0, 1]",2,536,0.0016105769230769231,small
train,forged,40960,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40960.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40960.npy,256,256,65536,"[0, 1]",2,708,0.01080322265625,medium
train,forged,40974,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40974.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40974.npy,1024,1024,1048576,"[0, 1]",2,4607,0.004393577575683594,small
train,forged,40994,/content/drive/MyDrive/Scientific Image Data/train_images/forged/40994.png,/content/drive/MyDrive/Scientific Image Data/train_masks/40994.npy,512,514,263168,"[0, 1]",2,6105,0.023198109192607005,medium
train,forged,41001,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41001.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41001.npy,512,512,262144,"[0, 1]",2,659,0.002513885498046875,small
train,forged,41011,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41011.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41011.npy,360,360,129600,"[0, 1]",2,10965,0.08460648148148148,large
train,forged,41017,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41017.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41017.npy,520,696,361920,"[0, 1]",2,1088,0.003006189213085765,small
train,forged,41024,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41024.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41024.npy,3888,2592,10077696,"[0, 1]",2,477715,0.0474031961273688,medium
train,forged,41037,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41037.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41037.npy,442,204,90168,"[0, 1]",2,2578,0.028591074438825304,medium
train,forged,41043,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41043.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41043.npy,666,1000,666000,"[0, 1]",2,65902,0.09895195195195196,large
train,forged,41073,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41073.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41073.npy,360,360,129600,"[0, 1]",2,3416,0.026358024691358024,medium
train,forged,41079,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41079.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41079.npy,1024,1024,1048576,"[0, 1]",2,3974,0.0037899017333984375,small
train,forged,41080,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41080.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41080.npy,2592,3888,10077696,"[0, 1]",2,695690,0.06903264396941523,large
train,forged,41081,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41081.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41081.npy,909,312,283608,"[0, 1]",2,18744,0.06609122450706609,large
train,forged,41090,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41090.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41090.npy,666,1000,666000,"[0, 1]",2,51341,0.0770885885885886,large
train,forged,41125,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41125.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41125.npy,666,1000,666000,"[0, 1]",2,66624,0.10003603603603603,large
train,forged,41142,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41142.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41142.npy,1912,2568,4910016,"[0, 1]",2,57233,0.01165637749449289,medium
train,forged,41171,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41171.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41171.npy,131,1265,165715,"[0, 1]",2,8991,0.05425580062154905,large
train,forged,41172,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41172.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41172.npy,1024,1024,1048576,"[0, 1]",2,8954,0.008539199829101562,small
train,forged,41201,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41201.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41201.npy,160,543,86880,"[0, 1]",2,447,0.005145027624309392,small
train,forged,41227,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41227.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41227.npy,1200,1600,1920000,"[0, 1]",2,6002,0.0031260416666666667,small
train,forged,41229,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41229.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41229.npy,256,256,65536,"[0, 1]",2,1428,0.02178955078125,medium
train,forged,41255,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41255.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41255.npy,1024,1024,1048576,"[0, 1]",2,6040,0.00576019287109375,small
train,forged,41284,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41284.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41284.npy,220,259,56980,"[0, 1]",2,3943,0.0691997191997192,large
train,forged,4129,/content/drive/MyDrive/Scientific Image Data/train_images/forged/4129.png,/content/drive/MyDrive/Scientific Image Data/train_masks/4129.npy,512,629,322048,"[0, 1]",2,8763,0.02721022953100159,medium
train,forged,41295,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41295.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41295.npy,666,1000,666000,"[0, 1]",2,48900,0.07342342342342342,large
train,forged,41322,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41322.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41322.npy,1912,2568,4910016,"[0, 1]",2,28412,0.005786539188467003,small
train,forged,414,/content/drive/MyDrive/Scientific Image Data/train_images/forged/414.png,/content/drive/MyDrive/Scientific Image Data/train_masks/414.npy,222,368,81696,"[0, 1]",2,9314,0.11400802976889933,large
train,forged,41406,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41406.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41406.npy,493,545,268685,"[0, 1]",2,4242,0.015788004540633085,medium
train,forged,41462,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41462.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41462.npy,1200,1600,1920000,"[0, 1]",2,4486,0.002336458333333333,small
train,forged,41484,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41484.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41484.npy,256,256,65536,"[0, 1]",2,2460,0.03753662109375,medium
train,forged,41499,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41499.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41499.npy,3888,2592,10077696,"[0, 1]",2,266498,0.026444338070924146,medium
train,forged,41517,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41517.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41517.npy,666,1000,666000,"[0, 1]",2,61025,0.09162912912912913,large
train,forged,41553,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41553.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41553.npy,1912,2568,4910016,"[0, 1]",2,38326,0.007805677211642488,small
train,forged,41565,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41565.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41565.npy,1912,2568,4910016,"[0, 1]",2,25124,0.005116887602810255,small
train,forged,41583,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41583.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41583.npy,512,640,327680,"[0, 1]",2,1826,0.005572509765625,small
train,forged,41585,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41585.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41585.npy,360,360,129600,"[0, 1]",2,4137,0.031921296296296295,medium
train,forged,41600,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41600.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41600.npy,512,779,398848,"[0, 1]",2,6976,0.017490372272143773,medium
train,forged,41618,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41618.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41618.npy,360,360,129600,"[0, 1]",2,158,0.0012191358024691357,small
train,forged,41625,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41625.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41625.npy,256,256,65536,"[0, 1]",2,139,0.0021209716796875,small
train,forged,41629,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41629.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41629.npy,256,256,65536,"[0, 1]",2,255,0.0038909912109375,small
train,forged,41696,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41696.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41696.npy,666,1000,666000,"[0, 1]",2,123558,0.18552252252252252,large
train,forged,41697,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41697.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41697.npy,1912,2568,4910016,"[0, 1]",2,76043,0.015487322240905122,medium
train,forged,41702,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41702.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41702.npy,256,320,81920,"[0, 1]",2,229,0.00279541015625,small
train,forged,41719,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41719.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41719.npy,520,696,361920,"[0, 1]",2,4516,0.01247789566755084,medium
train,forged,41726,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41726.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41726.npy,360,360,129600,"[0, 1]",2,3161,0.024390432098765433,medium
train,forged,41816,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41816.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41816.npy,3888,2592,10077696,"[0, 1]",2,383206,0.038025159719046894,medium
train,forged,41822,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41822.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41822.npy,1912,2568,4910016,"[0, 1]",2,57588,0.011728678684550112,medium
train,forged,41830,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41830.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41830.npy,3888,2592,10077696,"[0, 1]",2,422092,0.041883779784585684,medium
train,forged,41852,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41852.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41852.npy,65,391,25415,"[0, 1]",2,6906,0.27172929372417864,large
train,forged,41879,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41879.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41879.npy,210,1193,250530,"[0, 1]",2,25766,0.10284596655091206,large
train,forged,41886,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41886.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41886.npy,2592,3888,10077696,"[0, 1]",2,254849,0.025288419098968652,medium
train,forged,41895,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41895.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41895.npy,1200,1600,1920000,"[0, 1]",2,2696,0.0014041666666666666,small
train,forged,41926,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41926.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41926.npy,114,731,83334,"[0, 1]",2,11442,0.13730290157678737,large
train,forged,41930,/content/drive/MyDrive/Scientific Image Data/train_images/forged/41930.png,/content/drive/MyDrive/Scientific Image Data/train_masks/41930.npy,669,309,206721,"[0, 1]",2,9822,0.047513315047818076,medium
train,forged,420,/content/drive/MyDrive/Scientific Image Data/train_images/forged/420.png,/content/drive/MyDrive/Scientific Image Data/train_masks/420.npy,256,256,65536,"[0, 1]",2,194,0.002960205078125,small
train,forged,42034,/content/drive/MyDrive/Scientific Image Data/train_images/forged/42034.png,/content/drive/MyDrive/Scientific Image Data/train_masks/42034.npy,324,1878,608472,"[0, 1]",2,41730,0.06858162742081805,large
train,forged,42035,/content/drive/MyDrive/Scientific Image Data/train_images/forged/42035.png,/content/drive/MyDrive/Scientific Image Data/train_masks/42035.npy,2592,3888,10077696,"[0, 1]",2,477165,0.04734862016079866,medium
train,forged,42039,/content/drive/MyDrive/Scientific Image Data/train_images/forged/42039.png,/content/drive/MyDrive/Scientific Image Data/train_masks/42039.npy,512,512,262144,"[0, 1]",2,32447,0.12377548217773438,large
train,forged,42083,/content/drive/MyDrive/Scientific Image Data/train_images/forged/42083.png,/content/drive/MyDrive/Scientific Image Data/train_masks/42083.npy,1200,1600,1920000,"[0, 1]",2,2112,0.0011,small
