filename,filepath,label,width,height,channels,pixels,megapixels,aspect_ratio,brightness,contrast,entropy,r_mean,r_std,g_mean,g_std,b_mean,b_std,noise_mean,noise_std,ela_mean,ela_std,ela_max,fft_center,fft_total
57317.png,train_images\authentic\57317.png,authentic,256,256,3,65536,0.0655,1.0,13.72,9.98,1.8317,13.72,9.98,13.72,9.98,13.72,9.98,0.6197,1.2046,0.5622,0.625,10.0,10.1607,5.6015
57324.png,train_images\authentic\57324.png,authentic,679,106,3,71974,0.072,6.4057,155.73,20.08,4.8212,153.86,19.72,155.73,20.08,158.66,20.32,1.2676,1.5974,1.1491,0.9725,12.0,8.9835,5.7893
57328.png,train_images\authentic\57328.png,authentic,1000,666,3,666000,0.666,1.5015,89.19,33.16,6.6088,59.53,50.88,101.5,31.23,103.38,37.03,6.0961,6.3437,3.0588,2.5505,31.0,12.6485,8.5926
5734.png,train_images\authentic\5734.png,authentic,1000,666,3,666000,0.666,1.5015,157.56,39.06,6.7912,182.03,31.58,151.29,44.28,125.56,45.98,6.8596,6.1697,3.6892,3.2073,43.0,12.8561,8.4737
57342.png,train_images\authentic\57342.png,authentic,256,256,3,65536,0.0655,1.0,16.3,14.3,2.9132,16.3,14.3,16.3,14.3,16.3,14.3,0.895,1.7801,0.6599,0.7642,10.0,10.2041,6.0001
57390.png,train_images\authentic\57390.png,authentic,256,256,3,65536,0.0655,1.0,7.05,13.64,3.0336,7.05,13.64,7.05,13.64,7.05,13.64,0.4321,0.9446,0.2815,0.5391,6.0,10.1566,5.3231
57398.png,train_images\authentic\57398.png,authentic,1000,666,3,666000,0.666,1.5015,138.64,46.25,6.9326,174.8,48.34,130.26,48.66,86.97,49.82,2.4905,2.725,2.0704,2.1849,33.0,13.1307,7.4978
57505.png,train_images\authentic\57505.png,authentic,1600,1200,3,1920000,1.92,1.3333,2.28,4.61,2.615,4.61,6.18,1.5,4.63,0.08,0.89,0.4416,0.7313,0.5767,0.7618,44.0,11.9646,6.7745
57512.png,train_images\authentic\57512.png,authentic,2568,1912,3,4910016,4.91,1.3431,69.45,30.95,6.0271,69.45,30.95,69.45,30.95,69.45,30.95,0.5431,0.4398,0.5122,0.5674,5.0,15.2369,6.9742
5756.png,train_images\authentic\5756.png,authentic,398,86,3,34228,0.0342,4.6279,156.79,62.66,5.9021,156.93,62.75,156.77,62.65,156.82,62.7,1.6473,2.6146,0.9667,0.8506,6.0,9.317,5.4539
57635.png,train_images\authentic\57635.png,authentic,3888,2592,3,10077696,10.0777,1.5,181.88,30.2,6.4174,167.03,34.09,201.52,36.89,119.74,44.71,1.1499,1.9022,1.2321,1.212,29.0,15.0784,8.4035
57643.png,train_images\authentic\57643.png,authentic,1000,666,3,666000,0.666,1.5015,115.59,32.66,6.9644,118.0,58.94,119.7,33.87,88.3,48.19,6.3757,6.921,3.42,2.7975,39.0,12.3036,8.68
57652.png,train_images\authentic\57652.png,authentic,1596,112,3,178752,0.1788,14.25,228.49,54.02,4.8057,228.49,54.02,228.49,54.02,228.49,54.02,0.5241,1.4121,0.324,0.5224,7.0,10.8951,5.2799
57664.png,train_images\authentic\57664.png,authentic,696,520,3,361920,0.3619,1.3385,0.78,2.76,1.0295,2.56,9.0,0.0,0.0,0.16,2.81,0.2264,0.8392,0.3829,1.699,80.0,9.9254,5.9995
5772.png,train_images\authentic\5772.png,authentic,678,512,3,347136,0.3471,1.3242,67.24,23.8,4.3367,67.24,23.8,67.24,23.8,67.24,23.8,1.4671,3.3095,0.576,0.6734,13.0,12.0104,6.4737
57800.png,train_images\authentic\57800.png,authentic,512,512,3,262144,0.2621,1.0,197.59,34.38,6.0053,197.59,34.38,197.59,34.38,197.59,34.38,5.5622,5.3738,1.79,1.4718,13.0,12.2886,7.7281
57823.png,train_images\authentic\57823.png,authentic,593,96,3,56928,0.0569,6.1771,136.51,56.86,6.3317,136.51,56.86,136.51,56.86,136.51,56.86,0.859,0.7325,0.6215,0.6268,4.0,9.4509,5.3237
57875.png,train_images\authentic\57875.png,authentic,1000,666,3,666000,0.666,1.5015,96.51,34.41,6.6011,67.32,55.16,108.49,29.69,111.27,31.43,5.9244,6.5706,3.2996,2.6973,32.0,12.5089,8.6201
57883.png,train_images\authentic\57883.png,authentic,1600,1200,3,1920000,1.92,1.3333,6.28,5.86,3.5568,10.71,7.59,5.23,6.0,0.21,0.99,0.6799,0.767,0.7358,0.8411,32.0,12.3282,6.9607
57892.png,train_images\authentic\57892.png,authentic,1619,1423,3,2303837,2.3038,1.1377,153.75,37.11,7.2247,176.08,30.97,135.32,40.86,190.11,38.02,5.3856,5.1384,2.1889,2.0495,40.0,13.5166,8.2784
5792.png,train_images\authentic\5792.png,authentic,360,360,3,129600,0.1296,1.0,10.27,8.62,3.8921,10.27,8.62,10.27,8.62,10.27,8.62,0.4408,0.3769,0.4071,0.5311,3.0,10.1764,5.315
57927.png,train_images\authentic\57927.png,authentic,512,512,3,262144,0.2621,1.0,168.23,54.25,6.4129,168.23,54.25,168.23,54.25,168.23,54.25,3.051,4.711,0.7919,0.8004,13.0,12.313,7.2081
57993.png,train_images\authentic\57993.png,authentic,696,520,3,361920,0.3619,1.3385,29.21,30.43,3.9826,29.21,30.43,29.21,30.43,29.21,30.43,0.8383,1.2968,0.5872,0.7239,12.0,12.7075,6.5669
58055.png,train_images\authentic\58055.png,authentic,320,256,3,81920,0.0819,1.25,136.87,39.89,6.6408,150.53,34.13,118.43,49.39,196.03,8.07,1.1842,1.3988,1.805,1.7349,22.0,11.1488,5.6672
58065.png,train_images\authentic\58065.png,authentic,1000,666,3,666000,0.666,1.5015,76.28,32.51,6.5728,56.92,58.02,85.39,28.83,80.16,37.71,4.7159,5.6577,3.0432,2.6477,36.0,12.3691,8.4166
5807.png,train_images\authentic\5807.png,authentic,659,512,3,337408,0.3374,1.2871,91.59,31.07,4.7992,91.59,31.07,91.59,31.07,91.59,31.07,1.9398,3.7054,0.8816,0.8938,13.0,12.4015,7.0264
58081.png,train_images\authentic\58081.png,authentic,732,88,3,64416,0.0644,8.3182,216.26,37.81,4.5516,216.37,37.67,216.31,37.88,215.3,37.79,2.578,6.1734,1.4037,1.4547,17.0,10.5754,6.7585
58090.png,train_images\authentic\58090.png,authentic,419,439,3,183941,0.1839,0.9544,128.24,66.17,7.7878,150.28,58.26,115.26,69.87,137.31,72.07,6.2089,5.8107,2.8832,2.7386,37.0,12.2507,7.0766
58128.png,train_images\authentic\58128.png,authentic,911,131,3,119341,0.1193,6.9542,222.76,44.44,3.6043,222.76,44.44,222.76,44.44,222.76,44.44,0.4363,0.7225,0.3541,0.5256,10.0,10.5318,5.1621
58142.png,train_images\authentic\58142.png,authentic,320,256,3,81920,0.0819,1.25,187.98,43.97,6.4748,191.35,32.43,182.56,54.95,207.03,22.07,1.3918,1.5079,2.7361,2.4789,24.0,11.5762,5.6746
58197.png,train_images\authentic\58197.png,authentic,655,100,3,65500,0.0655,6.55,185.72,41.96,6.6578,185.72,41.96,185.72,41.96,185.72,41.96,1.5192,2.1511,0.8372,0.8774,10.0,9.803,5.797
58252.png,train_images\authentic\58252.png,authentic,434,64,3,27776,0.0278,6.7812,173.8,36.77,6.1405,173.8,36.77,173.8,36.77,173.8,36.77,0.9949,0.9508,0.7275,0.6902,5.0,8.737,5.0411
58293.png,train_images\authentic\58293.png,authentic,1600,1200,3,1920000,1.92,1.3333,3.03,5.16,2.9572,5.67,6.6,2.25,5.34,0.1,0.9,0.5282,0.7176,0.6092,0.7664,34.0,12.079,6.8304
58338.png,train_images\authentic\58338.png,authentic,513,621,3,318573,0.3186,0.8261,224.34,43.3,4.2158,224.34,43.3,224.34,43.3,224.34,43.3,0.6207,0.5516,0.5645,0.6034,5.0,12.2741,5.9355
58339.png,train_images\authentic\58339.png,authentic,320,256,3,81920,0.0819,1.25,159.94,24.17,5.0562,170.52,20.26,146.78,30.36,199.98,4.0,0.8398,1.1676,1.4398,1.472,21.0,10.537,5.4522
58419.png,train_images\authentic\58419.png,authentic,1000,666,3,666000,0.666,1.5015,158.12,48.13,7.266,196.56,41.51,150.62,48.34,95.78,70.48,5.2383,4.7084,3.5562,3.2147,34.0,13.0237,8.2277
58423.png,train_images\authentic\58423.png,authentic,256,256,3,65536,0.0655,1.0,4.3,7.88,2.3796,4.3,7.88,4.3,7.88,4.3,7.88,0.5229,0.5779,0.4507,0.5465,4.0,9.678,5.2601
58445.png,train_images\authentic\58445.png,authentic,640,512,3,327680,0.3277,1.25,8.11,6.58,2.9859,8.11,6.58,8.11,6.58,8.11,6.58,1.2139,1.1224,0.999,0.9808,15.0,10.9374,6.7294
58486.png,train_images\authentic\58486.png,authentic,1024,1024,3,1048576,1.0486,1.0,91.23,31.18,6.9603,34.56,12.9,137.81,51.93,0.0,0.0,6.3337,6.6875,5.6334,6.6052,91.0,11.8479,8.5035
58501.png,train_images\authentic\58501.png,authentic,1000,666,3,666000,0.666,1.5015,91.87,32.32,6.4566,62.89,50.22,103.94,28.51,105.87,29.81,5.5902,6.4351,3.1085,2.5536,30.0,12.5201,8.5939
58510.png,train_images\authentic\58510.png,authentic,256,256,3,65536,0.0655,1.0,8.58,13.75,3.5862,8.58,13.75,8.58,13.75,8.58,13.75,0.5265,0.8932,0.3772,0.5877,5.0,10.1755,5.4493
58544.png,train_images\authentic\58544.png,authentic,696,520,3,361920,0.3619,1.3385,6.19,6.2,2.501,18.64,18.2,0.0,0.0,6.34,13.36,0.4789,1.1081,1.279,2.5615,94.0,10.7906,6.3231
58579.png,train_images\authentic\58579.png,authentic,682,512,3,349184,0.3492,1.332,80.65,45.14,6.8632,80.65,45.14,80.65,45.14,80.65,45.14,0.9462,2.3158,0.4336,0.6023,12.0,12.5903,6.1369
58588.png,train_images\authentic\58588.png,authentic,320,256,3,81920,0.0819,1.25,191.28,46.01,6.2212,195.55,34.52,185.64,56.95,209.12,24.43,1.2877,1.3609,2.6955,2.4287,25.0,11.5712,5.6616
5863.png,train_images\authentic\5863.png,authentic,3888,2592,3,10077696,10.0777,1.5,188.58,26.12,6.1874,161.81,31.6,211.68,29.88,139.88,31.99,0.8414,1.2507,1.2435,1.149,29.0,14.8352,8.0434
58677.png,train_images\authentic\58677.png,authentic,696,520,3,361920,0.3619,1.3385,5.37,4.65,2.1874,16.0,13.76,0.0,0.0,5.35,9.43,0.3848,0.8736,1.0716,2.0997,79.0,10.3649,6.1097
58692.png,train_images\authentic\58692.png,authentic,211,151,3,31861,0.0319,1.3974,154.79,44.92,7.4362,169.65,37.86,138.06,50.49,201.93,41.86,3.8052,3.6926,3.2681,3.1779,45.0,10.5444,5.9683
58697.png,train_images\authentic\58697.png,authentic,360,360,3,129600,0.1296,1.0,9.68,7.64,3.6911,9.68,7.64,9.68,7.64,9.68,7.64,0.4259,0.3655,0.3913,0.5219,3.0,9.9384,5.2862
58710.png,train_images\authentic\58710.png,authentic,360,360,3,129600,0.1296,1.0,8.55,7.68,3.4115,8.55,7.68,8.55,7.68,8.55,7.68,0.4231,0.3714,0.3797,0.5142,4.0,10.0065,5.3263
58718.png,train_images\authentic\58718.png,authentic,777,512,3,397824,0.3978,1.5176,168.44,66.44,7.1943,168.44,66.44,168.44,66.44,168.44,66.44,2.7209,4.0662,0.9475,0.8841,9.0,13.3162,6.9468
58723.png,train_images\authentic\58723.png,authentic,256,256,3,65536,0.0655,1.0,8.23,16.57,3.1018,8.23,16.57,8.23,16.57,8.23,16.57,0.4365,1.0374,0.2775,0.5574,7.0,10.36,5.3189
58782.png,train_images\authentic\58782.png,authentic,3888,2592,3,10077696,10.0777,1.5,168.77,25.17,6.2405,142.84,27.59,190.78,31.98,123.35,29.97,1.2218,1.8748,1.2625,1.2157,27.0,14.8488,8.5035
58876.png,train_images\authentic\58876.png,authentic,308,874,3,269192,0.2692,0.3524,225.05,10.28,2.4169,225.05,10.28,225.05,10.28,225.05,10.28,0.3875,0.4628,0.3653,0.5035,8.0,10.8107,5.416
58888.png,train_images\authentic\58888.png,authentic,1600,1200,3,1920000,1.92,1.3333,2.8,3.85,2.8741,5.59,5.26,1.93,3.86,0.09,0.58,0.5234,0.5403,0.5943,0.741,29.0,11.8184,6.6771
58894.png,train_images\authentic\58894.png,authentic,457,134,3,61238,0.0612,3.4104,166.65,95.62,6.5484,166.65,95.62,166.65,95.62,166.75,95.69,3.1828,7.1056,1.003,0.954,9.0,10.8416,6.0428
58910.png,train_images\authentic\58910.png,authentic,256,256,3,65536,0.0655,1.0,4.8,8.51,2.2783,4.8,8.51,4.8,8.51,4.8,8.51,0.5484,1.0135,0.4562,0.5807,8.0,9.7309,5.3677
58955.png,train_images\authentic\58955.png,authentic,256,256,3,65536,0.0655,1.0,16.55,15.18,3.067,16.55,15.18,16.55,15.18,16.55,15.18,0.9164,1.7994,0.6731,0.7823,12.0,10.3315,5.9969
58975.png,train_images\authentic\58975.png,authentic,512,512,3,262144,0.2621,1.0,154.8,55.92,7.614,154.8,55.92,154.8,55.92,154.8,55.92,14.1383,13.725,2.2574,1.8793,16.0,11.082,8.4455
59000.png,train_images\authentic\59000.png,authentic,449,67,3,30083,0.0301,6.7015,141.3,37.78,5.263,141.3,37.78,141.3,37.78,141.3,37.78,1.1732,1.2305,0.7398,0.7114,6.0,8.9975,5.1528
59018.png,train_images\authentic\59018.png,authentic,512,520,3,266240,0.2662,0.9846,136.62,55.04,6.498,136.62,55.04,136.62,55.04,136.62,55.04,2.4216,3.9296,0.9892,0.9356,14.0,12.3301,7.0305
59028.png,train_images\authentic\59028.png,authentic,696,520,3,361920,0.3619,1.3385,0.82,3.07,0.965,2.7,10.01,0.0,0.0,0.18,1.99,0.2039,0.8044,0.3658,1.6494,98.0,10.1103,5.9743
59069.png,train_images\authentic\59069.png,authentic,711,512,3,364032,0.364,1.3887,93.3,26.54,4.4377,93.3,26.54,93.3,26.54,93.3,26.54,2.2453,7.3571,0.6562,0.8572,12.0,11.8152,7.4888
59142.png,train_images\authentic\59142.png,authentic,514,512,3,263168,0.2632,1.0039,158.28,31.77,6.9854,158.28,31.77,158.28,31.77,158.28,31.77,6.6064,5.1106,1.6308,1.3096,11.0,11.8428,7.43
59144.png,train_images\authentic\59144.png,authentic,1280,1024,3,1310720,1.3107,1.25,73.17,22.89,6.4271,75.89,23.45,74.29,23.49,60.25,22.7,2.8821,3.4163,3.6229,3.4828,44.0,12.5746,8.2049
59148.png,train_images\authentic\59148.png,authentic,360,360,3,129600,0.1296,1.0,12.74,9.32,3.6389,12.74,9.32,12.74,9.32,12.74,9.32,0.4992,0.6461,0.4604,0.5587,13.0,10.2194,5.6944
5915.png,train_images\authentic\5915.png,authentic,2568,1912,3,4910016,4.91,1.3431,77.29,20.13,6.0669,77.29,20.13,77.29,20.13,77.29,20.13,0.5733,0.4407,0.5364,0.5786,5.0,13.942,6.9595
59183.png,train_images\authentic\59183.png,authentic,1000,666,3,666000,0.666,1.5015,150.04,47.72,7.2116,186.97,44.69,142.1,53.35,93.94,52.52,3.4688,3.4447,2.7439,2.6442,33.0,13.1833,8.0098
59193.png,train_images\authentic\59193.png,authentic,1525,1602,3,2443050,2.443,0.9519,145.74,28.71,6.7098,181.14,23.0,122.88,31.49,170.65,33.76,3.5553,3.7107,2.4344,2.6762,50.0,13.4224,7.9854
59214.png,train_images\authentic\59214.png,authentic,3888,2592,3,10077696,10.0777,1.5,157.93,34.5,6.6584,136.59,30.35,177.33,45.8,114.13,35.25,1.1731,2.1548,1.3945,1.3155,31.0,15.1756,8.4643
59255.png,train_images\authentic\59255.png,authentic,650,928,3,603200,0.6032,0.7004,204.06,44.16,6.1817,211.26,37.64,196.84,50.3,222.3,32.27,3.4832,4.9254,1.7457,1.9624,37.0,13.2506,7.5385
59297.png,train_images\authentic\59297.png,authentic,3888,2592,3,10077696,10.0777,1.5,181.28,27.84,6.2919,150.62,37.05,206.71,33.1,130.78,35.32,0.9691,1.6336,1.3082,1.2345,30.0,15.0689,8.2019
59320.png,train_images\authentic\59320.png,authentic,1021,343,3,350203,0.3502,2.9767,149.71,47.3,5.945,149.71,47.3,149.71,47.3,149.71,47.3,0.46,0.502,0.4086,0.5445,8.0,11.4088,5.5587
59327.png,train_images\authentic\59327.png,authentic,1000,666,3,666000,0.666,1.5015,137.53,41.1,6.5669,164.77,39.31,133.27,43.67,87.91,50.47,3.4195,3.9332,2.4518,2.2649,32.0,13.0467,7.975
5937.png,train_images\authentic\5937.png,authentic,256,256,3,65536,0.0655,1.0,15.95,15.09,3.0717,15.95,15.09,15.95,15.09,15.95,15.09,0.8988,1.5818,0.6671,0.7534,9.0,10.2333,5.8759
59375.png,train_images\authentic\59375.png,authentic,554,547,3,303038,0.303,1.0128,133.58,57.44,7.7239,159.63,50.18,119.93,60.5,135.54,66.03,8.0437,7.5995,3.2618,3.6436,69.0,12.3081,7.8717
59380.png,train_images\authentic\59380.png,authentic,341,331,3,112871,0.1129,1.0302,95.34,59.3,7.4902,121.97,53.81,78.78,62.09,110.76,65.1,6.39,6.1561,3.7563,3.7849,57.0,11.8768,7.0043
59381.png,train_images\authentic\59381.png,authentic,256,256,3,65536,0.0655,1.0,15.55,12.65,2.763,15.55,12.65,15.55,12.65,15.55,12.65,0.8179,1.5086,0.6454,0.7306,12.0,10.1689,5.8445
5939.png,train_images\authentic\5939.png,authentic,360,360,3,129600,0.1296,1.0,8.41,7.48,3.4662,8.41,7.48,8.41,7.48,8.41,7.48,0.4218,0.3517,0.3889,0.5192,3.0,9.9796,5.2621
59453.png,train_images\authentic\59453.png,authentic,320,256,3,81920,0.0819,1.25,156.32,32.86,5.3699,167.16,28.08,142.55,40.69,198.83,6.53,0.887,1.1361,1.4752,1.451,25.0,10.7947,5.7024
59456.png,train_images\authentic\59456.png,authentic,360,360,3,129600,0.1296,1.0,11.7,8.74,3.7932,11.7,8.74,11.7,8.74,11.7,8.74,0.4807,0.4455,0.4284,0.5482,4.0,10.1937,5.3888
59467.png,train_images\authentic\59467.png,authentic,616,106,3,65296,0.0653,5.8113,169.18,43.15,5.5152,169.18,43.15,169.18,43.15,169.18,43.15,2.2699,4.6306,1.1884,1.0533,10.0,10.0495,6.0851
59531.png,train_images\authentic\59531.png,authentic,256,256,3,65536,0.0655,1.0,17.94,18.44,5.3584,17.94,18.44,17.94,18.44,17.94,18.44,0.872,1.1569,0.5627,0.6846,5.0,10.4613,5.5668
59597.png,train_images\authentic\59597.png,authentic,1600,1200,3,1920000,1.92,1.3333,2.84,5.74,2.9743,5.33,7.63,2.1,5.82,0.12,0.89,0.5057,0.7101,0.6146,0.785,29.0,12.3959,6.8042
59617.png,train_images\authentic\59617.png,authentic,613,258,3,158154,0.1582,2.376,70.72,22.49,5.6233,70.72,22.49,70.72,22.49,70.72,22.49,0.6227,1.7166,0.4055,0.5198,3.0,10.5158,5.201
59645.png,train_images\authentic\59645.png,authentic,614,512,3,314368,0.3144,1.1992,107.25,20.92,5.8069,107.25,20.92,107.25,20.92,107.25,20.92,2.8453,4.1941,1.2839,1.0984,15.0,11.721,7.2774
59651.png,train_images\authentic\59651.png,authentic,1000,666,3,666000,0.666,1.5015,159.01,44.57,6.924,197.88,40.06,149.19,49.26,107.48,48.28,4.7676,3.8575,3.2639,2.9846,33.0,13.1184,8.1428
59655.png,train_images\authentic\59655.png,authentic,1600,1200,3,1920000,1.92,1.3333,3.93,3.96,3.0282,7.47,5.24,2.91,4.01,0.12,0.68,0.6166,0.6067,0.6632,0.7716,30.0,12.0364,6.8137
59679.png,train_images\authentic\59679.png,authentic,256,256,3,65536,0.0655,1.0,5.55,9.96,2.6426,5.55,9.96,5.55,9.96,5.55,9.96,0.612,0.9812,0.465,0.5862,6.0,9.8535,5.3479
59710.png,train_images\authentic\59710.png,authentic,256,256,3,65536,0.0655,1.0,15.57,17.66,4.9862,15.57,17.66,15.57,17.66,15.57,17.66,0.7933,1.1188,0.5183,0.6734,5.0,10.4447,5.5561
59715.png,train_images\authentic\59715.png,authentic,522,512,3,267264,0.2673,1.0195,237.5,28.98,3.8785,237.5,28.98,237.5,28.98,237.5,28.98,2.0096,4.7872,1.1318,1.0305,14.0,12.0655,7.4774
598.png,train_images\authentic\598.png,authentic,1000,666,3,666000,0.666,1.5015,83.0,37.08,6.9111,65.67,64.73,92.51,34.3,79.57,46.18,5.2555,6.5523,3.0137,2.6301,38.0,12.4687,8.4305
59840.png,train_images\authentic\59840.png,authentic,1161,227,3,263547,0.2635,5.1145,219.76,36.45,5.075,219.76,36.45,219.76,36.45,219.76,36.45,2.4913,3.4226,1.3194,1.1101,12.0,11.5394,6.9401
59856.png,train_images\authentic\59856.png,authentic,1090,1170,3,1275300,1.2753,0.9316,177.21,39.74,7.2026,190.35,33.86,166.68,42.83,196.98,41.8,4.344,3.8506,2.3753,2.3674,37.0,13.4966,7.6551
59910.png,train_images\authentic\59910.png,authentic,2592,3888,3,10077696,10.0777,0.6667,181.99,26.15,6.2051,160.78,35.24,202.16,32.15,133.72,32.44,1.0389,1.4188,1.192,1.1506,21.0,14.9704,8.2392
59919.png,train_images\authentic\59919.png,authentic,2592,3888,3,10077696,10.0777,0.6667,172.71,26.56,6.219,150.28,29.32,194.96,29.1,117.12,33.81,1.0627,1.8694,1.1631,1.1148,25.0,14.9088,8.3217
59951.png,train_images\authentic\59951.png,authentic,1000,666,3,666000,0.666,1.5015,94.26,39.12,6.7718,62.8,49.35,107.65,39.49,107.33,38.85,6.108,7.0821,3.1833,2.5903,30.0,12.7957,8.671
59969.png,train_images\authentic\59969.png,authentic,1000,666,3,666000,0.666,1.5015,90.17,91.91,6.9008,84.75,110.32,89.78,91.03,106.35,65.13,4.9888,5.9247,2.959,2.9265,36.0,13.8195,8.3537
59991.png,train_images\authentic\59991.png,authentic,1600,1200,3,1920000,1.92,1.3333,3.67,10.29,2.873,6.75,13.19,2.8,10.64,0.18,1.21,0.5562,0.7569,0.6426,0.8085,29.0,13.0814,6.8614
60033.png,train_images\authentic\60033.png,authentic,930,163,3,151590,0.1516,5.7055,214.09,36.89,6.4958,212.03,37.62,214.36,36.67,217.38,35.95,3.1279,2.5766,1.7877,1.4373,11.0,10.4221,6.9494
60046.png,train_images\authentic\60046.png,authentic,696,520,3,361920,0.3619,1.3385,5.33,4.66,2.1185,16.08,13.89,0.0,0.0,5.21,9.6,0.2861,0.6799,0.9294,1.8181,89.0,10.5679,5.8424
60057.png,train_images\authentic\60057.png,authentic,477,151,3,72027,0.072,3.1589,187.73,56.07,4.0952,187.73,56.07,187.73,56.07,187.73,56.07,1.6385,3.392,0.8271,0.8573,13.0,11.1819,6.1723
6006.png,train_images\authentic\6006.png,authentic,274,287,3,78638,0.0786,0.9547,136.7,44.29,7.0402,152.81,46.7,117.09,45.47,195.49,41.19,3.8451,4.3957,2.3926,2.8432,52.0,11.3207,6.6345
60075.png,train_images\authentic\60075.png,authentic,481,203,3,97643,0.0976,2.3695,204.07,33.46,4.5909,203.92,33.27,204.06,33.55,204.03,33.42,2.9245,6.2644,1.3741,1.1463,11.0,10.9003,6.5188
60076.png,train_images\authentic\60076.png,authentic,614,109,3,66926,0.0669,5.633,142.2,13.23,3.8987,142.2,13.23,142.2,13.23,142.2,13.23,0.3562,0.3031,0.2846,0.4569,2.0,9.0106,4.4306
6011.png,train_images\authentic\6011.png,authentic,253,263,3,66539,0.0665,0.962,164.32,33.38,6.9999,178.46,29.95,148.14,36.53,210.56,30.6,3.261,3.3804,2.0925,2.0904,31.0,10.912,6.2203
60113.png,train_images\authentic\60113.png,authentic,1024,1024,3,1048576,1.0486,1.0,104.49,33.29,7.013,36.47,15.09,159.43,55.44,0.0,0.0,7.3061,7.1447,6.2407,6.9949,90.0,11.8496,8.6219
60122.png,train_images\authentic\60122.png,authentic,696,520,3,361920,0.3619,1.3385,0.97,3.56,1.2352,3.07,10.93,0.0,0.0,0.46,5.77,0.2214,0.7426,0.4596,1.7935,83.0,10.0988,5.9121
60154.png,train_images\authentic\60154.png,authentic,1600,1200,3,1920000,1.92,1.3333,22.36,22.53,5.1137,32.26,27.26,21.36,24.09,1.59,3.04,1.1375,1.787,1.1187,1.1923,45.0,13.681,7.5465
60193.png,train_images\authentic\60193.png,authentic,1000,666,3,666000,0.666,1.5015,81.28,33.94,6.6608,69.88,56.61,87.83,31.09,77.48,44.16,5.2997,6.3857,2.9842,2.6096,37.0,12.261,8.4576
60195.png,train_images\authentic\60195.png,authentic,256,256,3,65536,0.0655,1.0,3.94,5.58,2.1562,3.94,5.58,3.94,5.58,3.94,5.58,0.4823,0.4905,0.437,0.5392,4.0,9.3053,5.1661
60233.png,train_images\authentic\60233.png,authentic,512,512,3,262144,0.2621,1.0,176.46,24.05,6.6046,188.63,25.71,165.93,25.51,198.79,17.17,4.6921,4.05,2.7127,2.6311,43.0,11.6805,7.4216
60244.png,train_images\authentic\60244.png,authentic,512,529,3,270848,0.2708,0.9679,160.34,39.03,5.7487,160.34,39.03,160.34,39.03,160.34,39.03,4.4884,5.4025,1.6073,1.3327,14.0,11.9981,7.4803
60265.png,train_images\authentic\60265.png,authentic,1024,1024,3,1048576,1.0486,1.0,99.82,52.49,7.3016,30.12,36.5,154.71,86.93,0.0,0.0,15.6201,13.2208,10.8177,11.3389,126.0,12.6866,9.4789
60269.png,train_images\authentic\60269.png,authentic,640,512,3,327680,0.3277,1.25,9.81,8.95,3.5473,9.81,8.95,9.81,8.95,9.81,8.95,1.2129,1.1262,1.0181,1.0024,14.0,11.3242,6.7532
6030.png,train_images\authentic\6030.png,authentic,256,256,3,65536,0.0655,1.0,24.55,32.6,3.9715,24.55,32.6,24.55,32.6,24.55,32.6,2.4197,5.108,1.0042,1.2194,13.0,10.7759,6.7404
60323.png,train_images\authentic\60323.png,authentic,1600,1200,3,1920000,1.92,1.3333,2.46,4.68,2.6962,4.98,6.13,1.64,4.72,0.11,1.23,0.5254,1.0222,0.6244,0.8162,52.0,11.8978,6.9963
60327.png,train_images\authentic\60327.png,authentic,772,512,3,395264,0.3953,1.5078,204.46,42.58,5.4413,204.46,42.58,204.46,42.58,204.46,42.58,1.9543,2.5104,0.9262,0.8361,10.0,13.0462,6.7643
60340.png,train_images\authentic\60340.png,authentic,932,821,3,765172,0.7652,1.1352,101.18,30.93,6.924,134.61,28.06,77.51,32.17,135.42,38.68,5.1611,4.7343,2.6696,2.7353,52.0,12.7429,7.6936
60378.png,train_images\authentic\60378.png,authentic,1600,1200,3,1920000,1.92,1.3333,5.11,7.79,3.4962,8.97,9.94,4.12,8.06,0.2,1.16,0.6592,0.8409,0.7073,0.8468,37.0,12.4234,6.9687
60399.png,train_images\authentic\60399.png,authentic,1600,1200,3,1920000,1.92,1.3333,1.55,8.93,1.9003,2.89,11.15,1.13,9.42,0.09,1.03,0.2716,0.6385,0.4301,0.7008,31.0,12.9951,6.5658
60408.png,train_images\authentic\60408.png,authentic,2568,1912,3,4910016,4.91,1.3431,44.91,35.14,6.0196,44.91,35.14,44.91,35.14,44.91,35.14,0.5226,0.4926,0.4663,0.55,5.0,15.2355,6.947
60434.png,train_images\authentic\60434.png,authentic,320,256,3,81920,0.0819,1.25,170.16,6.43,3.1705,178.3,6.42,158.74,7.54,207.68,1.85,0.4816,0.5547,1.0367,0.9536,15.0,9.5198,5.0986
60457.png,train_images\authentic\60457.png,authentic,2592,3888,3,10077696,10.0777,0.6667,183.65,27.69,6.3771,151.38,35.13,209.28,34.74,136.43,36.19,1.1336,1.7343,1.2209,1.1931,24.0,14.9448,8.3655
60501.png,train_images\authentic\60501.png,authentic,360,360,3,129600,0.1296,1.0,11.67,8.58,3.5079,11.67,8.58,11.67,8.58,11.67,8.58,0.4641,0.3976,0.4238,0.5387,4.0,10.1103,5.3756
